application_id,user_id,offer_month,offer_number,current_lender,current_balance,current_monthly_payment,current_remaining_term_months,current_total_left_to_pay,offer_apr,offer_term_months,offer_monthly_payment,offer_total_payable,monthly_saving,total_cost_saving
A042089,U118936,2026-05,1,,6772.13,348.7,23,8020.05,8.9,22,334.76,7364.67,13.94,655.38
A042090,U115911,2026-05,2,,4937.46,612.88,9,5515.93,20.9,12,459.51,5514.1,153.37,1.83
A042091,U109797,2026-05,4,,1603.39,283.03,6,1698.21,12.3,12,142.68,1712.21,140.35,-14.0
A042092,U109987,2026-05,3,Lender B,8378.51,413.09,28,11566.45,16.3,31,332.97,10321.92,80.12,1244.53
A042093,U108526,2026-05,4,,23980.18,661.59,62,41018.28,20.4,80,550.61,44048.56,110.98,-3030.28
A042094,U117583,2026-05,1,,10738.11,434.41,34,14770.03,17.8,27,485.55,13109.97,-51.14,1660.06
A042095,U112874,2026-05,3,,2552.57,319.11,9,2871.95,26.4,24,138.03,3312.82,181.07,-440.87
A042096,U109591,2026-05,4,,13749.77,518.31,46,23842.22,21.6,34,544.22,18503.34,-25.91,5338.88
A042097,U106733,2026-05,4,,10322.18,372.25,39,14517.79,20.7,51,305.95,15603.28,66.3,-1085.49
A042098,U117944,2026-05,1,Lender D,27265.03,1085.88,39,42349.18,17.0,37,951.91,35220.51,133.97,7128.67
A042099,U112364,2026-05,3,,3644.65,460.67,9,4146.01,27.8,12,351.37,4216.48,109.29,-70.47
A042100,U117268,2026-05,1,,2247.6,169.94,15,2549.16,17.3,41,72.99,2992.63,96.95,-443.47
A042101,U118621,2026-05,1,,4704.32,364.75,15,5471.22,20.4,28,212.56,5951.57,152.19,-480.36
A042102,U117693,2026-05,1,,5302.28,383.08,16,6129.24,11.5,17,339.48,5771.23,43.59,358.01
A042103,U107421,2026-05,4,,7216.1,484.86,18,8727.53,15.8,12,654.04,7848.48,-169.18,879.05
A042104,U116862,2026-05,1,,3881.26,469.67,9,4227.03,16.1,35,139.69,4889.12,329.98,-662.09
A042105,U108488,2026-05,4,,3312.81,168.82,27,4558.13,19.1,22,179.67,3952.63,-10.85,605.49
A042106,U117014,2026-05,1,,4831.64,449.2,12,5390.36,12.5,12,430.42,5165.0,18.78,225.37
A042107,U114149,2026-05,2,,9328.61,347.65,45,15644.43,20.3,36,348.11,12532.04,-0.46,3112.39
A042108,U117778,2026-05,1,,9597.08,827.55,14,11585.68,28.0,33,420.23,13867.75,407.31,-2282.07
A042109,U114802,2026-05,2,,6919.02,233.2,41,9561.39,18.4,62,173.72,10770.41,59.49,-1209.01
A042110,U113139,2026-05,2,,12886.79,493.49,36,17765.52,14.9,38,427.46,16243.58,66.02,1521.94
A042111,U115811,2026-05,2,,9064.82,653.6,16,10457.68,12.0,12,805.4,9664.78,-151.79,792.9
A042112,U114300,2026-05,2,,11816.82,666.81,24,16003.44,26.3,12,1130.59,13567.06,-463.78,2436.37
A042113,U118237,2026-05,1,,8212.13,405.11,30,12153.23,31.4,50,296.33,14816.64,108.77,-2663.41
A042114,U117409,2026-05,1,,1738.76,175.56,11,1931.2,19.7,40,59.64,2385.42,115.93,-454.22
A042115,U109912,2026-05,3,,3554.5,356.68,11,3923.49,11.3,12,314.65,3775.8,42.03,147.68
A042116,U116200,2026-05,2,,4997.12,336.87,17,5726.84,15.3,30,201.5,6045.01,135.37,-318.17
A042117,U118760,2026-05,1,,2729.43,280.74,11,3088.16,22.7,41,96.29,3947.85,184.45,-859.69
A042118,U117558,2026-05,1,,6770.8,508.93,16,8142.93,21.6,12,632.41,7588.88,-123.47,554.05
A042119,U117909,2026-05,1,,2775.91,175.15,19,3327.9,14.0,12,249.24,2990.89,-74.09,337.02
A042120,U116542,2026-05,1,,12886.28,572.98,29,16616.47,17.0,13,1092.32,14200.1,-519.33,2416.36
A042121,U109357,2026-05,4,,8751.35,292.31,42,12276.98,8.9,41,248.33,10181.42,43.98,2095.56
A042122,U112001,2026-05,3,,20753.51,814.0,35,28489.98,10.0,38,639.43,24298.25,174.57,4191.73
A042123,U113724,2026-05,2,,21335.31,1228.79,23,28262.07,17.3,18,1354.21,24375.73,-125.42,3886.34
A042124,U107400,2026-05,4,,3962.92,366.16,12,4393.86,16.5,36,140.3,5050.97,225.85,-657.1
A042125,U117101,2026-05,1,Lender C,8713.48,971.73,10,9717.34,15.8,12,789.76,9477.09,181.98,240.26
A042126,U108709,2026-05,4,,7623.68,471.13,20,9422.55,20.7,49,231.76,11356.05,239.37,-1933.49
A042127,U117210,2026-05,1,,8972.29,258.14,56,14456.03,17.6,74,199.52,14764.78,58.62,-308.74
A042128,U118902,2026-05,1,,4035.61,171.71,28,4807.87,13.3,54,99.72,5384.69,71.99,-576.82
A042129,U116702,2026-05,1,,14648.33,1032.42,16,16518.65,8.9,22,724.09,15930.01,308.32,588.65
A042130,U112349,2026-05,3,,11888.47,402.39,44,17704.96,15.9,40,384.82,15392.69,17.57,2312.27
A042131,U117923,2026-05,1,,12492.71,512.23,35,17928.01,21.9,57,354.41,20201.24,157.82,-2273.23
A042132,U114924,2026-05,2,,11997.63,784.52,18,14121.42,17.7,43,378.77,16287.29,405.75,-2165.87
A042133,U111886,2026-05,3,,1085.57,148.62,8,1188.93,12.2,12,96.55,1158.63,52.06,30.3
A042134,U109408,2026-05,4,,7018.57,254.44,36,9159.94,16.9,55,184.2,10131.19,70.24,-971.25
A042135,U111458,2026-05,3,,12312.98,1226.13,11,13487.43,8.9,12,1076.22,12914.61,149.91,572.82
A042136,U117416,2026-05,1,,6866.41,630.82,12,7569.84,8.9,14,518.18,7254.47,112.64,315.38
A042137,U118324,2026-05,1,,8090.71,281.85,43,12119.41,18.7,25,393.24,9830.88,-111.39,2288.53
A042138,U116335,2026-05,1,,9761.29,1008.77,11,11096.46,17.2,12,891.2,10694.43,117.57,402.03
A042139,U114787,2026-05,2,,7159.49,375.94,22,8270.67,13.9,40,224.66,8986.38,151.28,-715.71
A042140,U112517,2026-05,3,,5227.85,261.79,25,6544.64,8.9,27,214.37,5788.04,47.41,756.59
A042141,U107348,2026-05,4,,4975.73,318.09,19,6043.76,20.5,39,175.82,6856.84,142.28,-813.07
A042142,U117628,2026-05,1,,14640.12,788.75,23,18141.22,11.3,18,888.03,15984.56,-99.28,2156.66
A042143,U115904,2026-05,2,,16665.69,963.32,21,20229.64,15.5,12,1508.15,18097.82,-544.84,2131.82
A042144,U109672,2026-05,4,,3234.31,394.52,9,3550.69,13.8,12,290.09,3481.14,104.43,69.55
A042145,U114649,2026-05,2,,1409.91,156.21,10,1562.09,18.4,40,47.42,1896.66,108.79,-334.57
A042146,U117820,2026-05,1,,6304.19,272.48,36,9809.27,29.2,66,192.86,12728.62,79.62,-2919.34
A042147,U119332,2026-05,1,,11154.53,491.79,30,14753.8,15.1,17,732.93,12459.88,-241.14,2293.93
A042148,U117614,2026-05,1,,6757.42,694.06,11,7634.71,11.8,12,599.76,7197.08,94.31,437.63
A042149,U117716,2026-05,1,,10549.1,306.03,48,14689.65,8.9,53,241.44,12796.49,64.59,1893.16
A042150,U107224,2026-05,4,,1562.17,278.89,6,1673.32,15.8,12,141.59,1699.07,137.3,-25.74
A042151,U109953,2026-05,3,,18173.4,502.3,55,27626.48,13.2,48,489.35,23488.94,12.95,4137.54
A042152,U111121,2026-05,3,,14959.82,529.22,38,20110.42,14.8,50,402.65,20132.75,126.57,-22.33
A042153,U114203,2026-05,2,,2302.72,285.72,9,2571.48,25.3,38,88.68,3369.97,197.04,-798.48
A042154,U113405,2026-05,2,,10104.04,413.31,30,12399.21,10.1,12,888.78,10665.31,-475.47,1733.9
A042155,U117540,2026-05,1,,14215.46,492.14,43,21161.92,21.1,71,352.09,24998.65,140.04,-3836.73
A042156,U115225,2026-05,2,,12543.5,1038.55,14,14539.7,20.9,33,502.96,16597.59,535.59,-2057.89
A042157,U116376,2026-05,1,,14949.21,803.7,26,20896.07,19.2,24,755.02,18120.53,48.67,2775.54
A042158,U109129,2026-05,4,,7402.19,824.42,10,8244.19,15.7,16,515.76,8252.11,308.66,-7.91
A042159,U109636,2026-05,4,,7271.5,637.94,13,8293.22,20.5,35,277.74,9720.87,360.2,-1427.64
A042160,U113330,2026-05,2,,14738.94,725.91,28,20325.47,25.9,41,545.33,22358.44,180.58,-2032.97
A042161,U117595,2026-05,1,Lender G,23201.51,817.27,41,33508.13,11.9,42,678.12,28480.88,139.16,5027.26
A042162,U114292,2026-05,2,,5604.9,540.08,12,6481.01,18.7,12,515.73,6188.72,24.36,292.29
A042163,U117605,2026-05,1,,11394.0,448.65,34,15253.96,16.9,53,306.55,16246.95,142.1,-993.0
A042164,U113365,2026-05,2,,7920.88,329.78,33,10882.86,15.3,23,399.52,9188.99,-69.74,1693.87
A042165,U112255,2026-05,3,,5917.61,291.08,25,7277.04,10.2,12,520.8,6249.63,-229.72,1027.41
A042166,U108387,2026-05,4,,5391.52,215.89,34,7340.17,20.0,54,152.2,8218.73,63.69,-878.56
A042167,U113582,2026-05,2,,10120.46,600.94,21,12619.73,18.1,14,807.32,11302.45,-206.38,1317.28
A042168,U119136,2026-05,1,,12979.37,666.44,23,15328.11,8.9,17,815.46,13862.81,-149.02,1465.3
A042169,U110653,2026-05,3,,24906.41,834.82,50,41741.1,18.5,35,926.12,32414.28,-91.3,9326.82
A042170,U111071,2026-05,3,,11231.44,389.88,37,14425.73,8.9,37,348.22,12884.22,41.66,1541.51
A042171,U112675,2026-05,3,,5598.79,315.64,24,7575.46,23.5,27,268.97,7262.21,46.67,313.24
A042172,U107111,2026-05,4,,13159.42,424.94,60,25496.64,22.5,63,357.73,22537.18,67.21,2959.46
A042173,U109541,2026-05,4,,15431.08,508.78,43,21877.41,8.9,47,390.07,18333.1,118.71,3544.31
A042174,U109886,2026-05,4,,9272.78,643.4,17,10937.88,9.4,19,527.17,10016.15,116.24,921.73
A042175,U107974,2026-05,4,,7763.44,403.9,24,9693.69,12.7,29,312.29,9056.34,91.62,637.35
A042176,U109425,2026-05,4,,13631.35,1083.48,15,16252.27,21.1,17,934.63,15888.64,148.86,363.63
A042177,U116798,2026-05,1,,10155.56,300.61,53,15932.31,20.5,74,242.82,17968.43,57.79,-2036.12
A042178,U106869,2026-05,4,,1407.43,295.36,5,1476.78,8.9,12,123.02,1476.2,172.34,0.58
A042179,U112888,2026-05,3,,4381.47,240.05,24,5761.1,21.5,21,252.19,5295.98,-12.14,465.12
A042180,U107279,2026-05,4,,12821.33,630.8,28,17662.34,25.4,49,422.93,20723.34,207.87,-3061.0
A042181,U116620,2026-05,1,,3958.77,322.61,14,4516.51,16.7,12,360.5,4325.95,-37.89,190.56
A042182,U119067,2026-05,1,,14506.89,461.66,50,23082.78,19.9,62,376.3,23330.64,85.36,-247.86
A042183,U110118,2026-05,3,,5005.69,428.35,13,5568.6,12.1,17,321.89,5472.1,106.47,96.5
A042184,U112164,2026-05,3,,10353.71,488.87,29,14177.3,13.9,34,370.15,12585.1,118.72,1592.2
A042185,U110314,2026-05,3,,4872.51,282.12,21,5924.5,17.1,12,444.63,5335.53,-162.51,588.98
A042186,U114446,2026-05,2,,5379.81,333.97,19,6345.49,18.0,31,218.28,6766.75,115.69,-421.26
A042187,U109602,2026-05,4,,6207.94,655.24,11,7207.66,20.8,12,577.45,6929.39,77.79,278.27
A042188,U112764,2026-05,3,,2838.03,436.13,7,3052.88,11.1,12,250.96,3011.55,185.16,41.33
A042189,U110258,2026-05,3,,5854.61,371.89,18,6693.94,8.9,12,511.72,6140.67,-139.84,553.27
A042190,U118783,2026-05,1,,7241.14,231.56,65,15051.21,26.8,57,225.85,12873.19,5.71,2178.02
A042191,U117087,2026-05,1,,8710.01,261.04,49,12791.1,17.5,73,194.68,14211.49,66.36,-1420.39
A042192,U118004,2026-05,1,,10498.09,789.1,16,12625.55,24.4,45,358.28,16122.7,430.81,-3497.15
A042193,U111973,2026-05,3,,4349.24,440.19,11,4842.13,8.9,12,380.15,4561.75,60.05,280.38
A042194,U118953,2026-05,1,,12205.21,733.29,20,14665.79,18.4,47,366.3,17216.3,366.99,-2550.51
A042195,U108292,2026-05,4,,5745.05,345.92,19,6572.5,8.9,17,360.95,6136.08,-15.03,436.41
A042196,U114691,2026-05,2,,6911.33,345.4,27,9325.86,26.1,50,228.11,11405.45,117.29,-2079.59
A042197,U115201,2026-05,2,,5674.08,878.68,7,6150.76,16.9,12,517.23,6206.81,361.45,-56.05
A042198,U117971,2026-05,1,,4105.93,422.72,11,4649.96,13.6,17,266.9,4537.31,155.82,112.65
A042199,U112315,2026-05,3,,6631.84,243.85,46,11216.97,22.9,40,238.55,9542.06,5.3,1674.92
A042200,U113446,2026-05,2,,14194.38,959.8,19,18236.18,29.2,43,536.04,23049.7,423.76,-4813.53
A042201,U115370,2026-05,2,,16232.66,669.02,35,23415.72,22.3,51,495.33,25261.85,173.69,-1846.14
A042202,U113536,2026-05,2,,3646.61,345.53,12,4146.34,13.9,15,266.24,3993.61,79.29,152.73
A042203,U108674,2026-05,4,,4612.91,231.68,25,5791.93,19.3,43,149.44,6425.99,82.24,-634.05
A042204,U111759,2026-05,3,,5072.92,475.53,12,5706.36,19.0,37,182.22,6742.07,293.31,-1035.71
A042205,U108612,2026-05,4,,4608.04,231.81,26,6027.0,21.1,50,139.29,6964.63,92.52,-937.63
A042206,U109309,2026-05,4,,3582.95,204.33,22,4495.26,18.5,12,329.34,3952.06,-125.01,543.2
A042207,U119140,2026-05,1,,8701.77,445.97,23,10257.24,12.4,13,718.78,9344.14,-272.81,913.1
A042208,U114752,2026-05,2,,9336.73,421.73,29,12230.27,19.9,54,263.06,14205.3,158.67,-1975.03
A042209,U113725,2026-05,2,,2776.41,207.33,16,3317.25,17.8,12,254.28,3051.32,-46.95,265.93
A042210,U108012,2026-05,4,,8087.61,920.5,10,9205.03,23.0,12,760.85,9130.23,159.65,74.8
A042211,U119056,2026-05,1,,3257.32,267.33,14,3742.6,15.5,12,294.77,3537.23,-27.44,205.37
A042212,U117411,2026-05,1,,11214.37,655.82,22,14428.11,25.4,36,448.26,16137.27,207.57,-1709.16
A042213,U112746,2026-05,3,,7053.83,289.91,30,8697.4,8.9,34,235.49,8006.53,54.43,690.87
A042214,U114711,2026-05,2,,4298.54,162.82,37,6024.16,18.4,31,175.26,5433.06,-12.44,591.1
A042215,U109803,2026-05,4,,19711.19,852.65,33,28137.5,25.3,48,656.87,31529.71,195.78,-3392.22
A042216,U110839,2026-05,3,,10527.76,599.35,23,13785.15,19.7,13,905.92,11776.94,-306.56,2008.21
A042217,U114874,2026-05,2,,6929.21,329.34,29,9550.74,24.0,45,234.97,10573.51,94.37,-1022.78
A042218,U107261,2026-05,4,,1400.59,221.78,7,1552.44,30.3,22,83.75,1842.6,138.02,-290.16
A042219,U116987,2026-05,1,,6267.41,694.99,10,6949.94,16.0,12,568.65,6823.77,126.35,126.17
A042220,U118648,2026-05,1,,4163.79,232.11,22,5106.32,17.9,49,120.39,5898.87,111.72,-792.55
A042221,U108034,2026-05,4,,21755.41,810.44,37,29986.44,19.6,67,536.55,35948.88,273.89,-5962.44
A042222,U112221,2026-05,3,,1880.99,128.24,18,2308.33,16.8,13,159.27,2070.45,-31.02,237.88
A042223,U113267,2026-05,2,,10347.49,703.42,18,12661.5,20.0,22,565.69,12445.24,137.72,216.26
A042224,U113593,2026-05,2,,2132.81,141.45,17,2404.64,13.7,46,59.86,2753.53,81.59,-348.89
A042225,U108376,2026-05,4,,5224.04,527.98,11,5807.77,8.9,12,456.61,5479.29,71.37,328.47
A042226,U111594,2026-05,3,,4757.98,148.02,52,7696.85,22.1,71,120.65,8566.07,27.37,-869.22
A042227,U113580,2026-05,2,,3674.65,270.1,16,4321.64,17.3,12,335.67,4028.02,-65.57,293.62
A042228,U107430,2026-05,4,,1399.31,213.52,7,1494.62,8.9,12,122.31,1467.68,91.21,26.94
A042229,U116974,2026-05,1,,10333.38,406.68,37,15047.01,12.2,32,379.91,12157.25,26.76,2889.77
A042230,U117755,2026-05,1,,19437.37,805.25,33,26573.2,21.8,52,580.89,30206.33,224.36,-3633.13
A042231,U113822,2026-05,2,,26665.85,848.59,50,42429.65,11.3,46,716.96,32980.3,131.63,9449.34
A042232,U116258,2026-05,2,,2638.55,316.74,9,2850.67,16.7,36,93.68,3372.41,223.06,-521.75
A042233,U115872,2026-05,2,,7894.6,220.08,59,12984.95,15.7,48,222.52,10681.16,-2.44,2303.79
A042234,U114186,2026-05,2,,9494.67,351.89,36,12668.0,15.9,54,247.28,13353.2,104.61,-685.19
A042235,U116250,2026-05,2,,2623.31,220.14,13,2861.76,8.9,19,148.54,2822.18,71.6,39.58
A042236,U111238,2026-05,3,,10954.63,378.6,42,15901.19,15.7,31,432.14,13396.43,-53.54,2504.76
A042237,U116685,2026-05,1,,17321.59,714.28,34,24285.44,12.0,37,562.4,20808.74,151.88,3476.7
A042238,U109056,2026-05,4,,18976.66,991.99,24,23807.69,13.3,26,844.09,21946.26,147.9,1861.42
A042239,U114902,2026-05,2,,6963.57,447.23,19,8497.31,16.2,17,461.17,7839.87,-13.94,657.44
A042240,U116354,2026-05,1,,6331.24,329.71,25,8242.68,20.2,16,454.68,7274.9,-124.97,967.78
A042241,U110070,2026-05,3,,8072.67,458.76,21,9634.04,8.9,20,435.8,8716.03,22.96,918.01
A042242,U118453,2026-05,1,,4125.07,106.08,62,6576.99,16.9,76,88.76,6745.54,17.32,-168.54
A042243,U111542,2026-05,3,,11586.47,435.13,45,19580.66,24.9,33,488.42,16117.88,-53.29,3462.79
A042244,U115415,2026-05,2,,6674.43,751.49,10,7514.89,23.4,23,362.89,8346.48,388.6,-831.59
A042245,U110316,2026-05,3,,3092.39,235.8,16,3772.8,22.2,12,289.73,3476.73,-53.93,296.06
A042246,U112834,2026-05,3,,3035.24,239.97,14,3359.52,13.0,31,115.79,3589.64,124.17,-230.13
A042247,U107425,2026-05,4,,2332.55,224.76,12,2697.15,22.4,12,218.76,2625.15,6.0,72.0
A042248,U112999,2026-05,3,,8678.69,1028.47,9,9256.26,8.9,12,758.56,9102.74,269.91,153.52
A042249,U110948,2026-05,3,,4840.23,387.72,14,5428.09,8.9,16,321.94,5151.0,65.78,277.1
A042250,U108333,2026-05,4,,5513.8,568.47,11,6253.22,15.6,12,499.23,5990.74,69.25,262.48
A042251,U115063,2026-05,2,,5811.62,307.97,23,7083.34,14.5,12,523.18,6278.12,-215.21,805.22
A042252,U117779,2026-05,1,,4164.91,557.98,8,4463.86,16.3,33,157.44,5195.63,400.54,-731.77
A042253,U118035,2026-05,1,,3964.19,257.92,19,4900.55,23.7,36,154.9,5576.5,103.02,-675.95
A042254,U118168,2026-05,1,,6582.99,221.67,46,10196.79,20.1,58,178.3,10341.35,43.37,-144.56
A042255,U118290,2026-05,1,,17164.48,713.49,31,22118.32,8.9,29,659.99,19139.83,53.5,2978.49
A042256,U113198,2026-05,2,,7900.44,349.53,30,10485.86,15.8,19,472.71,8981.44,-123.18,1504.42
A042257,U108195,2026-05,4,,9635.0,826.05,14,11564.68,26.8,26,492.53,12805.84,333.52,-1241.16
A042258,U108132,2026-05,4,,2082.77,441.02,5,2205.11,11.6,12,184.66,2215.94,256.36,-10.83
A042259,U113842,2026-05,2,,3117.74,241.58,15,3623.73,18.8,42,101.87,4278.66,139.71,-654.94
A042260,U107021,2026-05,4,,4049.81,487.72,9,4389.45,14.4,12,364.38,4372.6,123.33,16.85
A042261,U113321,2026-05,2,,10205.66,432.09,35,15123.2,25.4,49,336.64,16495.59,95.45,-1372.39
A042262,U107141,2026-05,4,,6417.88,534.18,14,7478.52,13.8,13,534.33,6946.33,-0.15,532.19
A042263,U113792,2026-05,2,,15893.72,819.83,24,19676.04,9.1,26,675.85,17572.02,143.99,2104.02
A042264,U118611,2026-05,1,,10840.33,773.27,18,13918.85,25.8,15,853.15,12797.26,-79.88,1121.59
A042265,U114939,2026-05,2,,12192.66,694.12,22,15270.56,16.4,12,1108.56,13302.72,-414.44,1967.84
A042266,U118735,2026-05,1,,15221.81,514.62,52,26760.31,16.0,51,413.27,21076.77,101.35,5683.54
A042267,U111097,2026-05,3,,6102.02,533.28,13,6932.64,17.7,38,210.92,8014.77,322.36,-1082.14
A042268,U110645,2026-05,3,,12051.46,433.51,41,17774.06,9.7,37,378.15,13991.64,55.36,3782.42
A042269,U107426,2026-05,4,,5501.13,169.45,47,7963.96,16.0,64,128.32,8212.58,41.12,-248.63
A042270,U109958,2026-05,3,,2535.28,184.76,16,2956.12,18.2,44,79.39,3493.1,105.37,-536.98
A042271,U110177,2026-05,3,,4431.07,794.62,6,4767.74,15.7,12,401.41,4816.87,393.22,-49.13
A042272,U116359,2026-05,1,,3351.57,380.97,10,3809.7,26.2,23,186.91,4298.94,194.06,-489.24
A042273,U107300,2026-05,4,,7586.45,393.26,28,11011.42,27.6,21,459.56,9650.76,-66.3,1360.66
A042274,U118963,2026-05,1,Lender E,6181.85,674.77,10,6747.7,10.3,12,544.35,6532.14,130.42,215.56
A042275,U111634,2026-05,3,,7545.26,330.93,32,10589.67,14.3,26,339.19,8818.92,-8.26,1770.75
A042276,U110204,2026-05,3,,5572.07,168.03,53,8905.74,15.9,58,138.27,8019.79,29.76,885.95
A042277,U117722,2026-05,1,,7906.83,557.1,17,9470.71,20.6,44,257.5,11329.94,299.6,-1859.23
A042278,U119092,2026-05,1,Lender D,5340.12,283.8,25,7094.92,26.7,40,203.0,8119.87,80.8,-1024.95
A042279,U107146,2026-05,4,,21487.94,715.49,42,30050.57,15.8,58,532.1,30861.56,183.39,-810.99
A042280,U119006,2026-05,1,,1144.18,154.35,8,1234.77,19.6,30,48.55,1456.45,105.8,-221.67
A042281,U112275,2026-05,3,,7413.64,597.04,14,8358.62,14.2,12,666.35,7996.17,-69.3,362.45
A042282,U111221,2026-05,3,,5969.7,401.55,19,7629.41,19.3,25,291.89,7297.31,109.66,332.1
A042283,U111316,2026-05,3,,2259.33,172.73,16,2763.62,28.4,33,99.41,3280.63,73.31,-517.01
A042284,U113005,2026-05,3,,15756.76,525.39,46,24168.0,13.1,48,423.5,20327.85,101.89,3840.15
A042285,U107308,2026-05,4,,10596.03,517.08,27,13961.25,16.0,28,455.94,12766.41,61.14,1194.84
A042286,U118272,2026-05,1,,3574.25,402.08,10,4020.84,13.5,12,320.08,3840.98,82.0,179.86
A042287,U109780,2026-05,4,,5958.14,476.8,15,7152.06,24.2,12,563.98,6767.71,-87.17,384.35
A042288,U115014,2026-05,2,Lender E,5324.6,589.16,10,5891.57,16.2,12,483.61,5803.32,105.55,88.25
A042289,U119625,2026-05,1,,3265.22,167.57,25,4189.33,12.2,22,166.39,3660.48,1.19,528.85
A042290,U117984,2026-05,1,,27394.21,1342.13,25,33553.36,8.9,26,1162.36,30221.45,179.77,3331.91
A042291,U118417,2026-05,1,,17132.52,1342.51,15,20137.62,12.2,21,910.15,19113.07,432.36,1024.55
A042292,U117047,2026-05,1,,6021.11,222.75,37,8241.6,16.9,27,269.63,7280.05,-46.89,961.55
A042293,U119139,2026-05,1,,3189.1,326.32,11,3589.51,21.0,25,158.59,3964.81,167.73,-375.3
A042294,U119538,2026-05,1,,6357.32,438.03,17,7446.56,15.4,22,333.52,7337.37,104.52,109.19
A042295,U107431,2026-05,4,,6158.81,307.48,27,8301.87,12.4,21,327.75,6882.83,-20.28,1419.04
A042296,U115757,2026-05,2,,16325.21,536.34,46,24671.5,15.0,43,493.1,21203.18,43.24,3468.31
A042297,U114093,2026-05,2,,20311.63,719.71,43,30947.52,14.8,37,687.03,25420.19,32.68,5527.33
A042298,U113989,2026-05,2,,12997.99,501.91,34,17064.94,17.4,58,332.92,19309.56,168.99,-2244.62
A042299,U111306,2026-05,3,,3596.42,436.95,9,3932.51,13.3,12,321.73,3860.75,115.22,71.76
A042300,U118349,2026-05,1,,13081.51,444.98,41,18244.38,15.6,29,544.34,15785.8,-99.35,2458.58
A042301,U108554,2026-05,4,,21501.74,678.24,57,38659.88,19.0,46,661.67,30436.68,16.58,8223.2
A042302,U115080,2026-05,2,,11552.8,1044.37,12,12532.47,10.6,42,330.44,13878.43,713.93,-1345.96
A042303,U116263,2026-05,2,Lender B,5133.18,346.04,17,5882.76,11.8,20,283.98,5679.6,62.07,203.17
A042304,U110375,2026-05,3,,8335.48,518.42,20,10368.4,17.4,18,529.47,9530.47,-11.05,837.93
A042305,U116963,2026-05,1,,8547.21,839.98,12,10079.81,20.1,17,581.92,9892.7,258.06,187.11
A042306,U116568,2026-05,1,,3687.13,241.81,18,4352.65,20.7,34,144.24,4904.29,97.57,-551.64
A042307,U111195,2026-05,3,,2904.54,144.57,28,4047.91,21.1,31,122.34,3792.55,22.23,255.36
A042308,U112688,2026-05,3,,9204.72,382.82,30,11484.74,8.9,29,353.93,10264.03,28.89,1220.7
A042309,U116847,2026-05,1,,10597.41,418.55,36,15067.94,15.0,32,403.85,12923.04,14.71,2144.89
A042310,U117061,2026-05,1,,6980.08,982.51,8,7860.06,27.7,12,672.6,8071.15,309.91,-211.09
A042311,U108893,2026-05,4,,2641.96,286.61,10,2866.06,8.9,14,199.38,2791.27,87.23,74.78
A042312,U114364,2026-05,2,,2307.59,203.9,13,2650.7,18.1,19,140.59,2671.26,63.31,-20.56
A042313,U110198,2026-05,3,,2022.42,205.67,11,2262.36,19.4,38,71.65,2722.66,134.02,-460.3
A042314,U116131,2026-05,2,,1228.49,191.03,7,1337.24,23.0,25,62.31,1557.75,128.72,-220.51
A042315,U116039,2026-05,2,,4086.0,243.7,20,4874.01,8.9,22,201.98,4443.51,41.72,430.49
A042316,U117513,2026-05,1,,8320.17,544.64,19,10348.22,18.5,12,764.77,9177.29,-220.13,1170.93
A042317,U118882,2026-05,1,,8884.9,319.61,41,13103.86,22.2,56,256.13,14343.13,63.48,-1239.27
A042318,U117573,2026-05,1,,11603.32,463.5,41,19003.33,26.9,59,356.49,21032.96,107.0,-2029.63
A042319,U119130,2026-05,1,,13229.94,656.66,24,15759.94,8.9,27,542.5,14647.61,114.16,1112.33
A042320,U119559,2026-05,1,,6952.24,576.29,14,8068.08,10.9,20,381.71,7634.28,194.58,433.79
A042321,U115340,2026-05,2,,16413.16,548.27,47,25768.82,23.1,61,459.58,28034.44,88.69,-2265.62
A042322,U118634,2026-05,1,,7632.6,299.45,36,10780.15,21.6,52,227.26,11817.66,72.19,-1037.52
A042323,U113381,2026-05,2,,5537.26,479.4,13,6232.19,16.7,26,255.28,6637.35,224.12,-405.17
A042324,U117302,2026-05,1,,23619.3,729.31,46,33548.15,12.7,30,923.02,27690.68,-193.72,5857.47
A042325,U109667,2026-05,4,,6947.16,385.9,22,8489.75,18.3,52,194.47,10112.18,191.43,-1622.43
A042326,U118767,2026-05,1,,6772.24,593.16,13,7711.07,14.6,12,609.97,7319.68,-16.81,391.39
A042327,U110043,2026-05,3,,5670.99,333.93,21,7012.48,22.0,50,174.2,8710.21,159.72,-1697.73
A042328,U118278,2026-05,1,,13152.32,545.57,35,19094.81,18.0,40,439.64,17585.76,105.92,1509.06
A042329,U115520,2026-05,2,,4250.38,310.36,16,4965.78,17.0,12,387.66,4651.86,-77.29,313.92
A042330,U106743,2026-05,4,,16369.78,1017.38,18,18312.79,10.7,39,498.79,19452.86,518.59,-1140.07
A042331,U108316,2026-05,4,,2208.04,335.18,7,2346.28,8.9,12,192.99,2315.92,142.19,30.36
